# 	 (GeV) 	 (pb)
Mass DiquarkSddCorrWithPartonLevelAcc
2000.0    1.3606516
3000.0    0.19303844
4000.0    0.027888096
5000.0    0.0039018672
6000.0    0.00057228336
7000.0    8.2095200e-05
8000.0    1.1955940e-05
8400.0    5.3588550e-06
8600.0    3.7675044e-06
9000.0    1.8818250e-06
10000.0    3.6085330e-07
